index,YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS2M
2024-12-01 00:00:00+00:00,2024,12,1,0,0.0,15.38,1.23
2024-12-01 01:00:00+00:00,2024,12,1,1,0.0,15.09,1.28
2024-12-01 02:00:00+00:00,2024,12,1,2,0.0,14.71,1.36
2024-12-01 03:00:00+00:00,2024,12,1,3,0.0,14.04,1.51
2024-12-01 04:00:00+00:00,2024,12,1,4,0.0,13.37,1.64
2024-12-01 05:00:00+00:00,2024,12,1,5,0.0,12.89,1.73
2024-12-01 06:00:00+00:00,2024,12,1,6,0.0,12.49,1.8
2024-12-01 07:00:00+00:00,2024,12,1,7,92.22,13.63,1.87
2024-12-01 08:00:00+00:00,2024,12,1,8,306.52,16.52,2.64
2024-12-01 09:00:00+00:00,2024,12,1,9,499.5,19.06,2.46
2024-12-01 10:00:00+00:00,2024,12,1,10,608.5,20.91,2.26
2024-12-01 11:00:00+00:00,2024,12,1,11,697.55,22.38,2.0
2024-12-01 12:00:00+00:00,2024,12,1,12,740.42,23.39,1.75
2024-12-01 13:00:00+00:00,2024,12,1,13,656.35,23.91,1.49
2024-12-01 14:00:00+00:00,2024,12,1,14,544.2,23.99,1.36
2024-12-01 15:00:00+00:00,2024,12,1,15,364.38,23.67,1.31
2024-12-01 16:00:00+00:00,2024,12,1,16,156.23,22.79,1.15
2024-12-01 17:00:00+00:00,2024,12,1,17,10.15,19.97,1.14
2024-12-01 18:00:00+00:00,2024,12,1,18,0.0,18.41,1.32
2024-12-01 19:00:00+00:00,2024,12,1,19,0.0,17.94,1.27
2024-12-01 20:00:00+00:00,2024,12,1,20,0.0,17.68,1.21
2024-12-01 21:00:00+00:00,2024,12,1,21,0.0,17.37,1.19
2024-12-01 22:00:00+00:00,2024,12,1,22,0.0,17.0,1.21
2024-12-01 23:00:00+00:00,2024,12,1,23,0.0,16.73,1.2
2024-12-02 00:00:00+00:00,2024,12,2,0,0.0,16.5,1.17
2024-12-02 01:00:00+00:00,2024,12,2,1,0.0,16.27,1.23
2024-12-02 02:00:00+00:00,2024,12,2,2,0.0,15.83,1.37
2024-12-02 03:00:00+00:00,2024,12,2,3,0.0,15.38,1.55
2024-12-02 04:00:00+00:00,2024,12,2,4,0.0,14.94,1.66
2024-12-02 05:00:00+00:00,2024,12,2,5,0.0,14.57,1.64
2024-12-02 06:00:00+00:00,2024,12,2,6,0.0,14.22,1.58
2024-12-02 07:00:00+00:00,2024,12,2,7,98.43,15.2,1.54
2024-12-02 08:00:00+00:00,2024,12,2,8,284.62,17.88,2.16
2024-12-02 09:00:00+00:00,2024,12,2,9,466.4,20.34,2.08
2024-12-02 10:00:00+00:00,2024,12,2,10,605.33,22.28,2.08
2024-12-02 11:00:00+00:00,2024,12,2,11,685.65,23.82,1.87
2024-12-02 12:00:00+00:00,2024,12,2,12,735.4,24.78,1.73
2024-12-02 13:00:00+00:00,2024,12,2,13,668.25,25.3,1.73
2024-12-02 14:00:00+00:00,2024,12,2,14,536.03,25.41,1.74
2024-12-02 15:00:00+00:00,2024,12,2,15,355.25,25.15,1.72
2024-12-02 16:00:00+00:00,2024,12,2,16,150.85,24.13,1.51
2024-12-02 17:00:00+00:00,2024,12,2,17,9.85,20.74,1.23
2024-12-02 18:00:00+00:00,2024,12,2,18,0.0,18.92,1.51
2024-12-02 19:00:00+00:00,2024,12,2,19,0.0,18.09,1.57
2024-12-02 20:00:00+00:00,2024,12,2,20,0.0,17.52,1.51
2024-12-02 21:00:00+00:00,2024,12,2,21,0.0,17.15,1.42
2024-12-02 22:00:00+00:00,2024,12,2,22,0.0,16.85,1.31
2024-12-02 23:00:00+00:00,2024,12,2,23,0.0,16.43,1.3
2024-12-03 00:00:00+00:00,2024,12,3,0,0.0,16.0,1.4
2024-12-03 01:00:00+00:00,2024,12,3,1,0.0,15.68,1.51
2024-12-03 02:00:00+00:00,2024,12,3,2,0.0,15.47,1.63
2024-12-03 03:00:00+00:00,2024,12,3,3,0.0,15.26,1.75
2024-12-03 04:00:00+00:00,2024,12,3,4,0.0,15.11,1.85
2024-12-03 05:00:00+00:00,2024,12,3,5,0.0,15.05,1.89
2024-12-03 06:00:00+00:00,2024,12,3,6,0.0,15.24,1.93
2024-12-03 07:00:00+00:00,2024,12,3,7,89.25,16.72,2.31
2024-12-03 08:00:00+00:00,2024,12,3,8,267.83,19.14,3.2
2024-12-03 09:00:00+00:00,2024,12,3,9,455.08,21.35,3.37
2024-12-03 10:00:00+00:00,2024,12,3,10,566.78,22.94,3.21
2024-12-03 11:00:00+00:00,2024,12,3,11,650.92,24.13,2.84
2024-12-03 12:00:00+00:00,2024,12,3,12,620.4,25.03,2.55
2024-12-03 13:00:00+00:00,2024,12,3,13,534.17,25.28,2.35
2024-12-03 14:00:00+00:00,2024,12,3,14,395.38,25.18,2.24
2024-12-03 15:00:00+00:00,2024,12,3,15,263.62,24.76,2.25
2024-12-03 16:00:00+00:00,2024,12,3,16,113.35,23.84,2.08
2024-12-03 17:00:00+00:00,2024,12,3,17,8.43,21.53,1.55
2024-12-03 18:00:00+00:00,2024,12,3,18,0.0,20.28,1.81
2024-12-03 19:00:00+00:00,2024,12,3,19,0.0,19.67,2.07
2024-12-03 20:00:00+00:00,2024,12,3,20,0.0,19.14,2.16
2024-12-03 21:00:00+00:00,2024,12,3,21,0.0,18.71,2.23
2024-12-03 22:00:00+00:00,2024,12,3,22,0.0,18.42,2.4
2024-12-03 23:00:00+00:00,2024,12,3,23,0.0,18.21,2.51
2024-12-04 00:00:00+00:00,2024,12,4,0,0.0,18.07,2.5
2024-12-04 01:00:00+00:00,2024,12,4,1,0.0,17.91,2.44
2024-12-04 02:00:00+00:00,2024,12,4,2,0.0,17.67,2.43
2024-12-04 03:00:00+00:00,2024,12,4,3,0.0,17.45,2.43
2024-12-04 04:00:00+00:00,2024,12,4,4,0.0,17.22,2.45
2024-12-04 05:00:00+00:00,2024,12,4,5,0.0,17.03,2.46
2024-12-04 06:00:00+00:00,2024,12,4,6,0.0,16.85,2.45
2024-12-04 07:00:00+00:00,2024,12,4,7,81.55,17.62,2.95
2024-12-04 08:00:00+00:00,2024,12,4,8,250.0,19.61,3.69
2024-12-04 09:00:00+00:00,2024,12,4,9,443.62,21.78,4.03
2024-12-04 10:00:00+00:00,2024,12,4,10,558.1,23.39,3.94
2024-12-04 11:00:00+00:00,2024,12,4,11,641.5,24.53,3.53
2024-12-04 12:00:00+00:00,2024,12,4,12,665.45,25.39,3.12
2024-12-04 13:00:00+00:00,2024,12,4,13,604.8,25.9,2.73
2024-12-04 14:00:00+00:00,2024,12,4,14,505.45,26.01,2.41
2024-12-04 15:00:00+00:00,2024,12,4,15,321.45,25.64,2.17
2024-12-04 16:00:00+00:00,2024,12,4,16,125.72,24.69,1.97
2024-12-04 17:00:00+00:00,2024,12,4,17,8.52,22.37,1.61
2024-12-04 18:00:00+00:00,2024,12,4,18,0.0,20.92,2.18
2024-12-04 19:00:00+00:00,2024,12,4,19,0.0,20.08,2.65
2024-12-04 20:00:00+00:00,2024,12,4,20,0.0,19.48,2.73
2024-12-04 21:00:00+00:00,2024,12,4,21,0.0,19.21,2.86
2024-12-04 22:00:00+00:00,2024,12,4,22,0.0,18.88,2.93
2024-12-04 23:00:00+00:00,2024,12,4,23,0.0,18.5,2.92
2024-12-05 00:00:00+00:00,2024,12,5,0,0.0,18.16,2.93
2024-12-05 01:00:00+00:00,2024,12,5,1,0.0,17.83,2.91
2024-12-05 02:00:00+00:00,2024,12,5,2,0.0,17.48,2.84
2024-12-05 03:00:00+00:00,2024,12,5,3,0.0,17.08,2.72
2024-12-05 04:00:00+00:00,2024,12,5,4,0.0,16.62,2.54
2024-12-05 05:00:00+00:00,2024,12,5,5,0.0,16.0,2.3
2024-12-05 06:00:00+00:00,2024,12,5,6,0.0,15.55,2.23
2024-12-05 07:00:00+00:00,2024,12,5,7,78.62,16.43,2.75
2024-12-05 08:00:00+00:00,2024,12,5,8,230.02,18.49,3.64
2024-12-05 09:00:00+00:00,2024,12,5,9,383.02,20.63,3.95
2024-12-05 10:00:00+00:00,2024,12,5,10,596.8,22.42,3.87
2024-12-05 11:00:00+00:00,2024,12,5,11,694.25,23.63,3.35
2024-12-05 12:00:00+00:00,2024,12,5,12,708.35,24.52,2.61
2024-12-05 13:00:00+00:00,2024,12,5,13,648.53,25.13,2.05
2024-12-05 14:00:00+00:00,2024,12,5,14,518.67,25.42,1.66
2024-12-05 15:00:00+00:00,2024,12,5,15,321.27,25.27,1.36
2024-12-05 16:00:00+00:00,2024,12,5,16,113.53,24.49,0.99
2024-12-05 17:00:00+00:00,2024,12,5,17,9.02,22.27,0.68
2024-12-05 18:00:00+00:00,2024,12,5,18,0.0,20.75,0.83
2024-12-05 19:00:00+00:00,2024,12,5,19,0.0,19.58,1.05
2024-12-05 20:00:00+00:00,2024,12,5,20,0.0,18.46,1.39
2024-12-05 21:00:00+00:00,2024,12,5,21,0.0,17.59,1.75
2024-12-05 22:00:00+00:00,2024,12,5,22,0.0,16.97,2.36
2024-12-05 23:00:00+00:00,2024,12,5,23,0.0,16.41,2.91
2024-12-06 00:00:00+00:00,2024,12,6,0,0.0,15.77,3.12
2024-12-06 01:00:00+00:00,2024,12,6,1,0.0,15.28,3.34
2024-12-06 02:00:00+00:00,2024,12,6,2,0.0,14.92,3.31
2024-12-06 03:00:00+00:00,2024,12,6,3,0.0,14.68,3.16
2024-12-06 04:00:00+00:00,2024,12,6,4,0.0,14.47,2.95
2024-12-06 05:00:00+00:00,2024,12,6,5,0.0,14.23,2.75
2024-12-06 06:00:00+00:00,2024,12,6,6,0.0,14.03,2.62
2024-12-06 07:00:00+00:00,2024,12,6,7,88.35,14.97,3.19
2024-12-06 08:00:00+00:00,2024,12,6,8,267.4,16.99,3.51
2024-12-06 09:00:00+00:00,2024,12,6,9,440.77,20.12,3.94
2024-12-06 10:00:00+00:00,2024,12,6,10,585.0,22.23,3.77
2024-12-06 11:00:00+00:00,2024,12,6,11,692.62,23.6,3.25
2024-12-06 12:00:00+00:00,2024,12,6,12,707.88,24.47,2.84
2024-12-06 13:00:00+00:00,2024,12,6,13,647.25,24.98,2.6
2024-12-06 14:00:00+00:00,2024,12,6,14,520.38,25.08,2.47
2024-12-06 15:00:00+00:00,2024,12,6,15,347.17,24.67,2.38
2024-12-06 16:00:00+00:00,2024,12,6,16,147.98,23.7,2.14
2024-12-06 17:00:00+00:00,2024,12,6,17,10.02,21.14,1.24
2024-12-06 18:00:00+00:00,2024,12,6,18,0.0,19.69,1.35
2024-12-06 19:00:00+00:00,2024,12,6,19,0.0,18.98,1.66
2024-12-06 20:00:00+00:00,2024,12,6,20,0.0,18.23,1.86
2024-12-06 21:00:00+00:00,2024,12,6,21,0.0,17.49,2.07
2024-12-06 22:00:00+00:00,2024,12,6,22,0.0,16.82,2.45
2024-12-06 23:00:00+00:00,2024,12,6,23,0.0,16.27,2.92
2024-12-07 00:00:00+00:00,2024,12,7,0,0.0,15.81,3.27
2024-12-07 01:00:00+00:00,2024,12,7,1,0.0,15.57,3.3
2024-12-07 02:00:00+00:00,2024,12,7,2,0.0,15.71,3.32
2024-12-07 03:00:00+00:00,2024,12,7,3,0.0,15.8,3.24
2024-12-07 04:00:00+00:00,2024,12,7,4,0.0,15.63,3.13
2024-12-07 05:00:00+00:00,2024,12,7,5,0.0,15.18,3.01
2024-12-07 06:00:00+00:00,2024,12,7,6,0.0,14.65,3.04
2024-12-07 07:00:00+00:00,2024,12,7,7,73.18,15.13,3.7
2024-12-07 08:00:00+00:00,2024,12,7,8,234.48,17.09,4.27
2024-12-07 09:00:00+00:00,2024,12,7,9,402.12,19.47,4.54
2024-12-07 10:00:00+00:00,2024,12,7,10,545.62,21.43,4.24
2024-12-07 11:00:00+00:00,2024,12,7,11,610.1,23.04,3.63
2024-12-07 12:00:00+00:00,2024,12,7,12,637.17,24.18,2.9
2024-12-07 13:00:00+00:00,2024,12,7,13,601.72,24.89,2.49
2024-12-07 14:00:00+00:00,2024,12,7,14,479.05,25.14,2.3
2024-12-07 15:00:00+00:00,2024,12,7,15,312.7,24.89,2.27
2024-12-07 16:00:00+00:00,2024,12,7,16,130.8,23.81,2.15
2024-12-07 17:00:00+00:00,2024,12,7,17,9.2,21.05,1.44
2024-12-07 18:00:00+00:00,2024,12,7,18,0.0,19.37,1.9
2024-12-07 19:00:00+00:00,2024,12,7,19,0.0,18.2,3.26
2024-12-07 20:00:00+00:00,2024,12,7,20,0.0,16.65,4.97
2024-12-07 21:00:00+00:00,2024,12,7,21,0.0,15.1,5.08
2024-12-07 22:00:00+00:00,2024,12,7,22,0.0,14.45,4.99
2024-12-07 23:00:00+00:00,2024,12,7,23,0.0,14.12,5.02
2024-12-08 00:00:00+00:00,2024,12,8,0,0.0,13.93,5.08
2024-12-08 01:00:00+00:00,2024,12,8,1,0.0,13.75,5.11
2024-12-08 02:00:00+00:00,2024,12,8,2,0.0,13.55,5.05
2024-12-08 03:00:00+00:00,2024,12,8,3,0.0,13.4,4.85
2024-12-08 04:00:00+00:00,2024,12,8,4,0.0,13.15,4.57
2024-12-08 05:00:00+00:00,2024,12,8,5,0.0,12.72,4.33
2024-12-08 06:00:00+00:00,2024,12,8,6,0.0,12.23,3.92
2024-12-08 07:00:00+00:00,2024,12,8,7,47.0,12.54,4.03
2024-12-08 08:00:00+00:00,2024,12,8,8,108.57,14.69,4.52
2024-12-08 09:00:00+00:00,2024,12,8,9,138.98,17.27,4.72
2024-12-08 10:00:00+00:00,2024,12,8,10,249.07,18.66,4.37
2024-12-08 11:00:00+00:00,2024,12,8,11,370.42,19.32,3.99
2024-12-08 12:00:00+00:00,2024,12,8,12,438.1,19.85,3.69
2024-12-08 13:00:00+00:00,2024,12,8,13,363.52,20.12,3.45
2024-12-08 14:00:00+00:00,2024,12,8,14,301.9,20.2,3.34
2024-12-08 15:00:00+00:00,2024,12,8,15,179.0,19.92,3.31
2024-12-08 16:00:00+00:00,2024,12,8,16,68.93,19.26,3.2
2024-12-08 17:00:00+00:00,2024,12,8,17,3.65,17.98,2.22
2024-12-08 18:00:00+00:00,2024,12,8,18,0.0,17.18,1.95
2024-12-08 19:00:00+00:00,2024,12,8,19,0.0,16.76,1.91
2024-12-08 20:00:00+00:00,2024,12,8,20,0.0,16.48,1.81
2024-12-08 21:00:00+00:00,2024,12,8,21,0.0,16.38,1.85
2024-12-08 22:00:00+00:00,2024,12,8,22,0.0,16.27,1.94
2024-12-08 23:00:00+00:00,2024,12,8,23,0.0,16.11,2.19
2024-12-09 00:00:00+00:00,2024,12,9,0,0.0,15.97,2.67
2024-12-09 01:00:00+00:00,2024,12,9,1,0.0,15.69,3.05
2024-12-09 02:00:00+00:00,2024,12,9,2,0.0,15.24,3.28
2024-12-09 03:00:00+00:00,2024,12,9,3,0.0,14.65,3.34
2024-12-09 04:00:00+00:00,2024,12,9,4,0.0,13.98,3.18
2024-12-09 05:00:00+00:00,2024,12,9,5,0.0,13.21,2.75
2024-12-09 06:00:00+00:00,2024,12,9,6,0.0,12.75,2.53
2024-12-09 07:00:00+00:00,2024,12,9,7,38.25,13.57,3.03
2024-12-09 08:00:00+00:00,2024,12,9,8,110.95,15.46,4.02
2024-12-09 09:00:00+00:00,2024,12,9,9,186.6,17.21,4.02
2024-12-09 10:00:00+00:00,2024,12,9,10,268.42,19.03,3.72
2024-12-09 11:00:00+00:00,2024,12,9,11,368.77,20.72,3.29
2024-12-09 12:00:00+00:00,2024,12,9,12,403.85,21.97,2.75
2024-12-09 13:00:00+00:00,2024,12,9,13,388.52,22.68,2.25
2024-12-09 14:00:00+00:00,2024,12,9,14,451.2,22.91,1.82
2024-12-09 15:00:00+00:00,2024,12,9,15,273.58,22.7,1.52
2024-12-09 16:00:00+00:00,2024,12,9,16,112.85,22.0,1.36
2024-12-09 17:00:00+00:00,2024,12,9,17,8.62,19.57,1.19
2024-12-09 18:00:00+00:00,2024,12,9,18,0.0,17.91,1.43
2024-12-09 19:00:00+00:00,2024,12,9,19,0.0,16.96,1.53
2024-12-09 20:00:00+00:00,2024,12,9,20,0.0,16.2,1.56
2024-12-09 21:00:00+00:00,2024,12,9,21,0.0,15.63,1.54
2024-12-09 22:00:00+00:00,2024,12,9,22,0.0,15.1,1.55
2024-12-09 23:00:00+00:00,2024,12,9,23,0.0,14.53,1.67
2024-12-10 00:00:00+00:00,2024,12,10,0,0.0,14.05,1.86
2024-12-10 01:00:00+00:00,2024,12,10,1,0.0,13.7,2.07
2024-12-10 02:00:00+00:00,2024,12,10,2,0.0,13.38,2.27
2024-12-10 03:00:00+00:00,2024,12,10,3,0.0,13.08,2.46
2024-12-10 04:00:00+00:00,2024,12,10,4,0.0,12.85,2.59
2024-12-10 05:00:00+00:00,2024,12,10,5,0.0,12.62,2.55
2024-12-10 06:00:00+00:00,2024,12,10,6,0.0,12.47,2.48
2024-12-10 07:00:00+00:00,2024,12,10,7,42.53,13.7,2.88
2024-12-10 08:00:00+00:00,2024,12,10,8,144.88,16.3,3.63
2024-12-10 09:00:00+00:00,2024,12,10,9,259.6,18.84,3.68
2024-12-10 10:00:00+00:00,2024,12,10,10,395.9,21.14,3.37
2024-12-10 11:00:00+00:00,2024,12,10,11,565.95,22.98,2.88
2024-12-10 12:00:00+00:00,2024,12,10,12,542.55,24.11,2.33
2024-12-10 13:00:00+00:00,2024,12,10,13,463.85,24.73,2.12
2024-12-10 14:00:00+00:00,2024,12,10,14,393.98,24.8,2.14
2024-12-10 15:00:00+00:00,2024,12,10,15,254.4,24.41,2.32
2024-12-10 16:00:00+00:00,2024,12,10,16,107.15,23.33,2.48
2024-12-10 17:00:00+00:00,2024,12,10,17,8.95,20.59,2.26
2024-12-10 18:00:00+00:00,2024,12,10,18,0.0,18.97,2.53
2024-12-10 19:00:00+00:00,2024,12,10,19,0.0,18.33,2.54
2024-12-10 20:00:00+00:00,2024,12,10,20,0.0,17.76,2.35
2024-12-10 21:00:00+00:00,2024,12,10,21,0.0,17.33,2.21
2024-12-10 22:00:00+00:00,2024,12,10,22,0.0,17.11,2.2
2024-12-10 23:00:00+00:00,2024,12,10,23,0.0,16.93,2.22
2024-12-11 00:00:00+00:00,2024,12,11,0,0.0,16.86,2.31
2024-12-11 01:00:00+00:00,2024,12,11,1,0.0,16.83,2.43
2024-12-11 02:00:00+00:00,2024,12,11,2,0.0,16.88,2.63
2024-12-11 03:00:00+00:00,2024,12,11,3,0.0,16.91,2.79
2024-12-11 04:00:00+00:00,2024,12,11,4,0.0,16.88,2.88
2024-12-11 05:00:00+00:00,2024,12,11,5,0.0,16.8,2.87
2024-12-11 06:00:00+00:00,2024,12,11,6,0.0,16.53,2.85
2024-12-11 07:00:00+00:00,2024,12,11,7,63.15,16.98,3.4
2024-12-11 08:00:00+00:00,2024,12,11,8,226.32,18.75,3.95
2024-12-11 09:00:00+00:00,2024,12,11,9,398.23,20.99,4.04
2024-12-11 10:00:00+00:00,2024,12,11,10,545.22,22.9,3.53
2024-12-11 11:00:00+00:00,2024,12,11,11,602.72,24.35,2.99
2024-12-11 12:00:00+00:00,2024,12,11,12,636.78,25.31,2.69
2024-12-11 13:00:00+00:00,2024,12,11,13,642.2,25.85,2.6
2024-12-11 14:00:00+00:00,2024,12,11,14,523.0,25.97,2.7
2024-12-11 15:00:00+00:00,2024,12,11,15,352.73,25.58,2.92
2024-12-11 16:00:00+00:00,2024,12,11,16,151.9,24.39,3.03
2024-12-11 17:00:00+00:00,2024,12,11,17,11.05,21.68,2.61
2024-12-11 18:00:00+00:00,2024,12,11,18,0.0,19.92,3.82
2024-12-11 19:00:00+00:00,2024,12,11,19,0.0,17.88,5.25
2024-12-11 20:00:00+00:00,2024,12,11,20,0.0,15.89,5.72
2024-12-11 21:00:00+00:00,2024,12,11,21,0.0,14.99,5.55
2024-12-11 22:00:00+00:00,2024,12,11,22,0.0,14.36,5.44
2024-12-11 23:00:00+00:00,2024,12,11,23,0.0,13.73,5.49
2024-12-12 00:00:00+00:00,2024,12,12,0,0.0,13.2,5.43
2024-12-12 01:00:00+00:00,2024,12,12,1,0.0,12.78,5.39
2024-12-12 02:00:00+00:00,2024,12,12,2,0.0,12.52,5.33
2024-12-12 03:00:00+00:00,2024,12,12,3,0.0,12.35,5.18
2024-12-12 04:00:00+00:00,2024,12,12,4,0.0,12.17,5.19
2024-12-12 05:00:00+00:00,2024,12,12,5,0.0,12.01,5.14
2024-12-12 06:00:00+00:00,2024,12,12,6,0.0,11.9,4.85
2024-12-12 07:00:00+00:00,2024,12,12,7,39.7,12.25,4.82
2024-12-12 08:00:00+00:00,2024,12,12,8,144.73,13.94,4.95
2024-12-12 09:00:00+00:00,2024,12,12,9,277.4,16.65,4.7
2024-12-12 10:00:00+00:00,2024,12,12,10,374.02,19.31,4.44
2024-12-12 11:00:00+00:00,2024,12,12,11,471.88,21.11,3.96
2024-12-12 12:00:00+00:00,2024,12,12,12,512.65,22.4,3.38
2024-12-12 13:00:00+00:00,2024,12,12,13,460.3,23.16,2.66
2024-12-12 14:00:00+00:00,2024,12,12,14,413.92,23.49,2.09
2024-12-12 15:00:00+00:00,2024,12,12,15,248.35,23.35,1.72
2024-12-12 16:00:00+00:00,2024,12,12,16,96.65,22.66,1.4
2024-12-12 17:00:00+00:00,2024,12,12,17,6.0,20.41,0.91
2024-12-12 18:00:00+00:00,2024,12,12,18,0.0,19.11,1.04
2024-12-12 19:00:00+00:00,2024,12,12,19,0.0,18.29,1.3
2024-12-12 20:00:00+00:00,2024,12,12,20,0.0,17.51,1.72
2024-12-12 21:00:00+00:00,2024,12,12,21,0.0,16.78,2.54
2024-12-12 22:00:00+00:00,2024,12,12,22,0.0,15.75,3.92
2024-12-12 23:00:00+00:00,2024,12,12,23,0.0,14.51,4.54
2024-12-13 00:00:00+00:00,2024,12,13,0,0.0,13.72,4.81
2024-12-13 01:00:00+00:00,2024,12,13,1,0.0,13.27,4.85
2024-12-13 02:00:00+00:00,2024,12,13,2,0.0,12.94,4.72
2024-12-13 03:00:00+00:00,2024,12,13,3,0.0,12.63,4.99
2024-12-13 04:00:00+00:00,2024,12,13,4,0.0,12.24,5.12
2024-12-13 05:00:00+00:00,2024,12,13,5,0.0,11.82,5.27
2024-12-13 06:00:00+00:00,2024,12,13,6,0.0,11.34,5.32
2024-12-13 07:00:00+00:00,2024,12,13,7,45.03,11.36,5.62
2024-12-13 08:00:00+00:00,2024,12,13,8,173.85,12.82,6.23
2024-12-13 09:00:00+00:00,2024,12,13,9,336.1,15.05,6.33
2024-12-13 10:00:00+00:00,2024,12,13,10,530.4,17.31,6.17
2024-12-13 11:00:00+00:00,2024,12,13,11,589.2,19.14,5.99
2024-12-13 12:00:00+00:00,2024,12,13,12,603.6,20.35,5.81
2024-12-13 13:00:00+00:00,2024,12,13,13,542.25,20.98,5.69
2024-12-13 14:00:00+00:00,2024,12,13,14,381.8,21.11,5.6
2024-12-13 15:00:00+00:00,2024,12,13,15,259.95,20.61,5.52
2024-12-13 16:00:00+00:00,2024,12,13,16,115.1,19.3,5.34
2024-12-13 17:00:00+00:00,2024,12,13,17,9.7,17.0,4.68
2024-12-13 18:00:00+00:00,2024,12,13,18,0.0,15.14,4.68
2024-12-13 19:00:00+00:00,2024,12,13,19,0.0,13.9,4.98
2024-12-13 20:00:00+00:00,2024,12,13,20,0.0,12.99,5.17
2024-12-13 21:00:00+00:00,2024,12,13,21,0.0,12.17,5.43
2024-12-13 22:00:00+00:00,2024,12,13,22,0.0,11.32,5.59
2024-12-13 23:00:00+00:00,2024,12,13,23,0.0,10.75,5.61
2024-12-14 00:00:00+00:00,2024,12,14,0,0.0,10.41,5.59
2024-12-14 01:00:00+00:00,2024,12,14,1,0.0,10.05,5.5
2024-12-14 02:00:00+00:00,2024,12,14,2,0.0,9.7,5.4
2024-12-14 03:00:00+00:00,2024,12,14,3,0.0,9.38,5.33
2024-12-14 04:00:00+00:00,2024,12,14,4,0.0,9.1,5.24
2024-12-14 05:00:00+00:00,2024,12,14,5,0.0,8.88,5.17
2024-12-14 06:00:00+00:00,2024,12,14,6,0.0,8.7,5.15
2024-12-14 07:00:00+00:00,2024,12,14,7,48.17,9.03,5.4
2024-12-14 08:00:00+00:00,2024,12,14,8,200.6,10.75,5.87
2024-12-14 09:00:00+00:00,2024,12,14,9,366.3,13.29,5.72
2024-12-14 10:00:00+00:00,2024,12,14,10,514.97,15.66,5.17
2024-12-14 11:00:00+00:00,2024,12,14,11,609.28,17.43,4.71
2024-12-14 12:00:00+00:00,2024,12,14,12,654.38,18.69,4.42
2024-12-14 13:00:00+00:00,2024,12,14,13,571.17,19.55,4.29
2024-12-14 14:00:00+00:00,2024,12,14,14,485.23,19.87,4.33
2024-12-14 15:00:00+00:00,2024,12,14,15,292.8,19.45,4.54
2024-12-14 16:00:00+00:00,2024,12,14,16,113.6,18.26,4.57
2024-12-14 17:00:00+00:00,2024,12,14,17,8.38,15.67,3.61
2024-12-14 18:00:00+00:00,2024,12,14,18,0.0,13.76,3.76
2024-12-14 19:00:00+00:00,2024,12,14,19,0.0,12.64,4.46
2024-12-14 20:00:00+00:00,2024,12,14,20,0.0,11.65,4.63
2024-12-14 21:00:00+00:00,2024,12,14,21,0.0,10.88,4.71
2024-12-14 22:00:00+00:00,2024,12,14,22,0.0,10.21,4.81
2024-12-14 23:00:00+00:00,2024,12,14,23,0.0,9.76,4.91
2024-12-15 00:00:00+00:00,2024,12,15,0,0.0,9.36,4.93
2024-12-15 01:00:00+00:00,2024,12,15,1,0.0,8.94,4.89
2024-12-15 02:00:00+00:00,2024,12,15,2,0.0,8.54,4.73
2024-12-15 03:00:00+00:00,2024,12,15,3,0.0,8.18,4.46
2024-12-15 04:00:00+00:00,2024,12,15,4,0.0,7.87,4.18
2024-12-15 05:00:00+00:00,2024,12,15,5,0.0,7.51,3.92
2024-12-15 06:00:00+00:00,2024,12,15,6,0.0,7.14,3.81
2024-12-15 07:00:00+00:00,2024,12,15,7,32.55,7.46,4.26
2024-12-15 08:00:00+00:00,2024,12,15,8,132.27,9.22,4.84
2024-12-15 09:00:00+00:00,2024,12,15,9,247.05,11.69,4.81
2024-12-15 10:00:00+00:00,2024,12,15,10,429.83,14.04,4.48
2024-12-15 11:00:00+00:00,2024,12,15,11,465.15,15.35,3.98
2024-12-15 12:00:00+00:00,2024,12,15,12,493.42,16.23,3.53
2024-12-15 13:00:00+00:00,2024,12,15,13,444.6,17.02,3.19
2024-12-15 14:00:00+00:00,2024,12,15,14,270.98,17.5,2.99
2024-12-15 15:00:00+00:00,2024,12,15,15,166.77,17.65,2.83
2024-12-15 16:00:00+00:00,2024,12,15,16,62.22,17.01,2.3
2024-12-15 17:00:00+00:00,2024,12,15,17,6.85,14.49,1.54
2024-12-15 18:00:00+00:00,2024,12,15,18,0.0,13.4,1.61
2024-12-15 19:00:00+00:00,2024,12,15,19,0.0,12.83,1.68
2024-12-15 20:00:00+00:00,2024,12,15,20,0.0,12.19,1.83
2024-12-15 21:00:00+00:00,2024,12,15,21,0.0,11.54,2.14
2024-12-15 22:00:00+00:00,2024,12,15,22,0.0,10.82,2.5
2024-12-15 23:00:00+00:00,2024,12,15,23,0.0,10.19,2.92
2024-12-16 00:00:00+00:00,2024,12,16,0,0.0,9.79,3.31
2024-12-16 01:00:00+00:00,2024,12,16,1,0.0,9.56,3.42
2024-12-16 02:00:00+00:00,2024,12,16,2,0.0,9.39,3.36
2024-12-16 03:00:00+00:00,2024,12,16,3,0.0,9.22,3.34
2024-12-16 04:00:00+00:00,2024,12,16,4,0.0,9.01,3.27
2024-12-16 05:00:00+00:00,2024,12,16,5,0.0,8.59,2.98
2024-12-16 06:00:00+00:00,2024,12,16,6,0.0,8.22,2.84
